GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04756	0.7466	0.9386	0.9467	0.8471	0.9605	0.8650	0.7910	0.8673	1.0247	0.9855	0.8826	0.9286	0.9878	0.9413	0.8925	0.8969	0.9936	0.8460	0.9927	0.9064	0.8382	0.9682	1.0737	0.7206	1.1378	1.1491	1.1261	1.1847	1.1627	1.1368	1.0521	0.9442	1.0047	1.1180	1.0131	1.1496	1.3193	0.9068	1.0682	0.9639	0.8829	0.7824	0.7715	1.1140	0.9755	1.0307	0.9583	1.1596	0.9560	1.0330	1.0964	0.9698
CLUG_04757	1.0091	1.0611	1.0054	1.0388	1.0594	0.9798	0.8908	1.0719	1.0758	1.1221	1.0579	1.0767	1.0657	1.0838	1.0727	1.0798	1.1251	1.0263	1.2035	1.0113	1.0967	1.1166	1.1313	0.8349	1.0924	1.1650	1.1189	1.1337	1.1437	1.2148	1.0978	1.0715	1.1056	1.1737	1.0685	1.1651	0.9351	0.9710	0.9948	0.9208	0.9318	0.8099	0.8159	1.0584	0.9924	1.0249	1.0119	1.2180	1.0029	1.1044	1.1296	1.0198
CLUG_04758	1.1554	1.1668	1.1045	1.2270	1.0974	0.9831	1.0375	1.1409	1.2310	1.1889	1.1556	1.1929	1.1783	1.2322	1.2330	1.2252	1.2312	1.1593	1.1595	1.1056	1.1262	1.1989	1.1289	0.8766	1.2105	1.2893	1.1557	1.1876	1.2251	1.1926	1.1896	1.1110	1.1511	1.2273	1.1444	1.1826	0.9737	0.9301	1.1036	0.9975	0.9924	0.8997	0.8716	1.1864	1.0895	1.0598	1.1415	1.2877	1.0494	1.1896	1.2521	1.0627
CLUG_04759	0.9829	1.0655	0.9883	1.0315	1.0595	0.9701	0.9839	0.9871	1.0698	1.0768	1.0898	1.0335	1.1342	1.0450	1.0547	1.1286	1.1302	0.9148	1.2136	0.9813	0.9590	1.0143	0.9887	0.8499	1.1426	1.2121	1.1697	1.1160	1.1666	1.1694	1.1199	1.0318	1.0953	1.1811	1.0930	1.1083	1.1381	0.9698	1.0967	0.9213	0.9230	0.7811	0.8733	1.0749	0.9513	0.9383	1.0987	1.2102	0.9680	1.1600	1.1301	0.9951
CLUG_04760	1.1197	1.0240	0.9161	1.0273	1.0013	1.0796	1.0270	1.1107	1.2401	1.1092	1.0729	1.0872	1.0680	1.1081	1.1527	1.1636	1.0958	1.1521	1.2871	1.1046	1.0466	1.0666	1.2044	0.7483	1.1270	1.2562	1.0827	1.2052	1.0930	1.2378	1.1351	0.9590	1.0695	1.1637	1.1400	1.1038	1.1467	0.9929	1.0593	0.9112	0.9556	0.8167	0.7929	1.1001	0.9862	0.9863	1.0857	1.1552	0.9964	1.1043	1.2184	1.0351
CLUG_04761	0.7875	0.8123	0.8701	0.7917	0.6881	0.7503	0.7716	0.7544	0.8494	0.8545	0.7418	0.7806	0.8604	0.8297	0.7967	0.8223	0.8952	0.7712	0.7654	0.7698	0.7763	0.8280	0.7427	0.6207	0.8014	0.8132	0.7703	0.8478	0.8120	0.7425	0.7510	0.7806	0.7853	0.8153	0.8644	0.7562	0.8118	0.6411	0.7269	0.6981	0.6938	0.6098	0.5932	0.7822	0.7103	0.6823	0.7464	0.9020	0.7197	0.8285	0.8124	0.7792
CLUG_04762	0.9154	0.9323	0.9348	1.0576	0.9270	0.8981	0.8616	0.8720	1.0063	1.0716	0.9774	0.9275	1.0012	0.9138	0.9258	0.9284	0.9510	0.9320	1.1046	0.9747	0.9133	0.9879	0.9284	0.7821	1.0889	1.1085	1.1094	1.0716	1.1288	1.1200	1.0526	0.9575	1.0142	1.1612	1.0124	1.0631	1.1524	0.8988	1.0246	0.9554	0.9071	0.8101	0.8019	1.1041	1.0068	0.9328	1.0345	1.1260	0.9730	1.0554	1.0902	0.9532
CLUG_04763	0.9540	0.9638	0.8640	0.9884	0.9563	0.8565	0.9259	0.9673	0.9824	1.0357	0.9590	0.9318	1.0682	0.9975	0.9118	0.9536	0.9725	1.0253	1.1165	0.9908	0.9297	0.9780	0.9772	0.8053	1.0813	1.1315	1.0696	1.0758	1.0809	1.0769	1.0586	1.0175	1.0465	1.0918	1.0508	1.0762	1.1689	0.9119	1.0034	0.9662	0.9057	0.8131	0.8303	1.0838	0.9797	0.9060	1.0400	1.1535	0.9440	1.0809	1.0530	0.9932
CLUG_04764	0.9907	1.0834	0.9379	1.0360	0.9964	0.9122	0.9170	0.9675	1.1042	1.1004	1.0469	1.0227	1.0967	1.0196	1.0441	1.0975	1.0543	1.0991	1.2225	1.0091	0.9979	1.0847	1.0207	0.8518	1.1087	1.1820	1.1272	1.1425	1.1415	1.1116	1.1158	0.9997	1.0912	1.1615	1.0676	1.0979	1.0582	0.8715	1.0394	0.9413	0.9760	0.8936	0.8569	1.0719	0.9960	0.9210	1.0700	1.1664	0.9148	1.1140	1.0730	0.9697
CLUG_04765	0.9426	1.0664	0.9272	1.0605	0.9899	0.9382	0.9606	1.0439	1.1160	1.1207	1.0095	1.1280	1.0701	0.9922	1.0611	1.0338	1.1418	0.9840	1.1677	1.0104	1.0299	1.0508	1.0541	0.8092	1.1010	1.1233	1.0943	1.0912	1.1367	1.1082	1.0370	1.0527	1.1293	1.1265	1.0633	1.0991	1.0203	0.9261	1.0102	0.9445	0.9441	0.8384	0.8422	1.0787	0.9643	0.9571	1.0984	1.1837	0.9972	1.1321	1.1027	1.0563
CLUG_04766	1.0415	1.0730	0.9782	1.0951	1.0609	0.9300	0.9117	1.0632	1.1122	1.1199	1.0399	1.0127	1.0902	1.0241	1.0876	1.1475	1.0466	1.0268	1.1929	1.0364	1.0513	1.1055	1.0223	0.8662	1.1590	1.2233	1.1543	1.1048	1.1756	1.1102	1.0865	1.0539	1.0934	1.1338	1.1272	1.1537	1.0344	1.0074	1.0577	1.0528	0.9637	0.8981	0.8853	1.1404	1.0223	0.9886	1.0303	1.2432	1.0521	1.1184	1.1627	1.0203
CLUG_04767	1.0112	1.1759	1.0243	1.1171	1.0278	0.9688	0.9798	1.0343	1.1955	1.2559	0.9880	1.0214	1.1455	1.1308	1.1649	1.2068	1.1272	1.0684	1.1978	1.0532	1.0503	1.1493	1.1124	0.9018	1.0919	1.1907	1.0942	1.1761	1.1344	1.1271	0.9754	1.0604	1.0187	1.1610	1.0613	1.1482	0.9264	1.0158	0.9859	0.9342	0.9418	0.8480	0.8520	1.0470	0.9325	0.9381	1.0070	1.1433	0.9171	1.1272	1.0888	1.0060
CLUG_04768	1.1141	1.1185	1.0943	1.1366	1.0402	1.0092	1.0644	1.1038	1.1705	1.2184	1.1060	1.1623	1.2058	1.1663	1.1266	1.2242	1.1603	1.1069	1.2804	1.1173	1.1143	1.1652	1.1461	0.9527	1.0849	1.2491	1.1452	1.1508	1.1634	1.1437	1.1485	1.0700	1.1214	1.2077	1.1361	1.1614	1.0075	0.9416	1.0068	1.0349	0.9927	0.8997	0.9124	1.0723	0.9990	0.9893	1.1145	1.3136	1.0389	1.1513	1.1437	1.0710
CLUG_04769	1.0848	1.1412	1.0802	1.1762	1.1505	1.0807	1.0375	1.1077	1.1191	1.1477	1.1177	1.0448	1.1657	1.0824	1.1314	1.1383	1.2047	1.0391	1.2013	1.0914	1.1133	1.1285	1.1738	0.9272	1.1233	1.2157	1.1544	1.1509	1.1604	1.1495	1.1061	1.1193	1.1126	1.2350	1.1411	1.1635	0.9939	0.9845	1.0865	0.9743	1.0123	0.9185	0.8939	1.0978	0.9890	0.9981	1.1286	1.2769	1.0263	1.1250	1.1564	1.0132
CLUG_04770	1.1662	1.1791	1.0640	1.1575	1.0763	1.0320	1.1673	1.1435	1.2304	1.2100	1.1512	1.0761	1.1235	1.1069	1.1525	1.3600	1.1676	1.0316	1.3289	1.1619	1.1517	1.2595	1.2385	0.9066	1.1658	1.3119	1.2140	1.2217	1.2619	1.2146	1.1121	1.0663	1.0823	1.2052	1.1197	1.1842	0.9613	0.9238	1.1547	1.0312	1.0867	0.8971	0.9273	1.1697	0.9956	1.0568	1.1906	1.2807	1.0699	1.1148	1.1448	1.0851
CLUG_04771	0.9564	1.0485	0.9880	1.1043	1.1442	0.9269	0.9825	1.1220	1.1032	1.1046	1.0674	1.0144	1.1471	1.0797	1.0496	1.1351	1.0949	1.1126	1.0928	1.0620	1.0730	1.0843	1.0160	0.8730	1.1394	1.2169	1.1287	1.1767	1.1568	1.1827	1.1297	1.0319	1.0824	1.1473	1.1924	1.1450	1.0620	0.9181	1.0449	0.9992	0.9359	0.8551	0.8844	1.0945	1.0286	0.9755	1.0869	1.2500	0.9776	1.1157	1.1321	1.0678
CLUG_04772	0.9562	0.9883	1.0187	1.0410	1.0119	0.9567	0.9856	1.0050	1.0682	1.0336	0.9527	0.9624	1.0123	1.0086	0.9971	1.0787	1.0559	1.0248	1.1193	1.0311	0.9987	1.0182	1.1087	0.8210	1.0105	1.1516	1.1133	1.0667	1.1194	1.1066	1.0709	0.9592	1.0187	1.1244	1.0255	1.0377	1.0448	0.9342	0.9521	0.9594	0.9153	0.8303	0.8141	0.9946	0.9723	0.9253	1.0627	1.2156	0.9563	1.0510	1.0795	0.9883
CLUG_04773	1.0914	1.0518	1.0513	1.1280	1.1470	0.9569	1.0144	1.1488	1.1412	1.2146	0.9919	1.0949	1.1781	1.1245	1.1062	1.2038	1.2275	1.0500	1.2154	1.0651	1.0343	1.2036	1.1465	0.9376	1.1928	1.2144	1.1616	1.2002	1.2074	1.2442	1.0531	1.1484	1.1525	1.1724	1.1316	1.1649	1.0561	0.9596	1.1565	1.0531	0.9718	0.8975	0.9276	1.2137	1.0068	1.0556	1.1211	1.2458	1.0674	1.1919	1.1112	1.0856
CLUG_04774	1.2536	1.2092	1.0857	1.2585	1.2100	1.0165	1.2144	1.2685	1.2930	1.3318	1.2556	1.2245	1.2132	1.2707	1.2709	1.2188	1.1364	1.2637	1.3115	1.1802	1.1586	1.1194	1.1506	1.0420	1.1906	1.4073	1.2636	1.2729	1.2818	1.2457	1.2745	1.1547	1.2704	1.3274	1.1196	1.2593	1.1753	1.0314	1.1519	1.0743	1.0983	0.8839	1.0109	1.2906	1.0876	1.1910	1.1882	1.3844	1.2319	1.2192	1.2329	1.1112
CLUG_04775	1.1753	1.1947	1.1268	1.1405	1.1565	1.0692	1.0772	1.1892	1.2225	1.2266	1.1832	1.0895	1.1969	1.1752	1.2050	1.2855	1.2098	1.2129	1.2911	1.1456	1.1618	1.1851	1.2469	0.9827	1.2064	1.2659	1.1969	1.2099	1.2575	1.2265	1.1694	1.1403	1.1761	1.3250	1.2183	1.2196	1.0575	1.0126	1.0898	1.0567	1.0442	0.9002	0.9526	1.1325	1.0376	1.0243	1.1809	1.2898	1.0248	1.1556	1.1948	1.0971
CLUG_04776	1.1108	1.0448	0.9212	1.0615	1.1138	1.0544	0.9720	0.9866	1.1026	1.1695	1.0729	0.9872	1.0298	1.0182	1.0614	1.1290	1.2178	1.0296	1.2660	1.0622	1.0511	1.1065	1.1530	0.8249	1.1056	1.1959	1.1200	1.1538	1.2376	1.1463	1.1591	1.1354	1.1639	1.1894	1.1694	1.1443	1.2804	0.9244	1.1342	1.0184	0.9465	0.9379	0.9153	1.1995	1.0269	1.0098	1.1591	1.2564	1.0050	1.1426	1.1701	1.0527
CLUG_04777	1.0588	1.1513	1.0639	1.1234	1.1460	1.0475	1.1014	1.1188	1.1582	1.2670	1.1402	1.0173	1.1851	1.1335	1.1352	1.2983	1.2969	1.0971	1.2203	1.1276	1.1252	1.1524	1.1925	0.8673	1.2308	1.3322	1.2139	1.2033	1.2511	1.2924	1.2218	1.1937	1.2056	1.2571	1.2473	1.1912	1.2271	1.0192	1.2077	1.1083	1.0638	0.9569	1.0470	1.2367	1.0895	1.0872	1.2496	1.3421	1.0562	1.2399	1.2732	1.1199
CLUG_04778	1.1101	1.1139	1.0515	1.1767	1.0615	0.9953	1.0712	1.1081	1.2465	1.1766	1.1191	1.0670	1.0996	1.1322	1.1482	1.2062	1.1604	1.0858	1.2330	1.1273	1.1107	1.1731	1.1416	0.9020	1.1842	1.2355	1.1679	1.1600	1.2112	1.1526	1.1157	1.0906	1.1202	1.2078	1.1559	1.1010	1.0468	0.9828	1.0628	1.0191	1.0042	0.9116	0.9445	1.1469	1.0044	0.9965	1.1164	1.2595	1.0534	1.1260	1.1646	1.0402
CLUG_04779	1.0887	1.1351	1.0525	1.0941	1.1099	0.9815	1.0507	1.0513	1.1823	1.1656	1.0996	1.0690	1.1214	1.1067	1.1091	1.1307	1.1545	1.0726	1.1860	1.0930	1.0513	1.1083	1.0869	0.8768	1.1740	1.3096	1.2113	1.2088	1.2861	1.2393	1.1697	1.1532	1.1482	1.2837	1.1963	1.1801	1.2013	1.0330	1.1503	1.0808	1.0493	0.9663	0.9882	1.2090	1.0741	1.0845	1.2105	1.3488	1.0802	1.2132	1.1974	1.1056
CLUG_04780	1.0541	1.1087	1.0862	1.1400	1.1353	1.0102	1.0002	1.0804	1.1737	1.1599	1.1667	1.0850	1.2228	1.1314	1.1621	1.2349	1.1566	1.1066	1.2803	1.1023	0.9894	1.1204	1.0980	0.7989	1.2346	1.3181	1.1930	1.2046	1.3201	1.2488	1.1335	1.1944	1.2002	1.2970	1.1615	1.2533	1.3464	1.0346	1.2344	1.1965	1.0993	0.9559	1.0100	1.2789	1.0788	1.0637	1.2246	1.3843	1.1104	1.2380	1.2520	1.0914
CLUG_04781	0.8940	0.9121	0.9282	0.9521	0.9790	0.8410	0.9329	1.0271	0.9781	1.0927	0.9553	0.9733	1.0270	0.9410	0.9251	0.9352	1.0982	0.9280	1.0046	0.9538	0.9153	1.0613	1.0198	0.7152	1.0254	1.1047	1.0620	1.0278	1.0845	1.0573	1.0264	0.9729	1.0024	1.0914	1.0837	1.0772	0.9890	0.8197	1.0426	0.9543	0.9376	0.8305	0.8922	1.0548	0.9512	0.9382	1.0356	1.1756	0.9365	1.1213	1.0701	0.9420
CLUG_04782	1.0763	1.2010	1.0807	1.1526	1.1842	0.9292	1.0962	1.1974	1.2765	1.2406	1.1421	1.0469	1.2123	1.2137	1.1915	1.1857	1.2908	1.0829	1.1792	1.1358	1.0171	1.1337	1.1197	0.9254	1.1591	1.3881	1.1510	1.2534	1.2336	1.2727	1.1970	1.1543	1.1421	1.2693	1.1864	1.1407	1.1497	0.9731	1.1900	1.0323	1.0583	0.9684	1.0207	1.2006	1.0635	1.0683	1.1102	1.3407	0.9715	1.1760	1.1866	1.0724
CLUG_04783	1.0757	0.9484	1.1570	1.0572	1.0426	0.9666	0.9350	0.9363	1.0401	1.1757	0.9872	0.9182	1.0943	1.0871	1.0434	1.0683	1.0918	1.1069	1.2279	1.0737	1.0413	1.0933	1.0200	0.8109	1.1342	1.2007	1.1096	1.1707	1.2219	1.1357	1.1273	1.1271	1.1026	1.1486	1.0976	1.2188	1.1901	0.9970	1.0507	1.0404	0.9763	0.9287	0.9435	1.1249	1.0250	1.0391	1.1544	1.2963	1.0668	1.1673	1.0999	1.0460
CLUG_04784	1.1002	1.0512	1.0906	1.0575	1.1511	1.0121	1.0114	1.1093	1.2111	1.2254	1.1393	1.0993	1.1631	1.0942	1.0884	1.1444	1.0999	1.0769	1.2539	1.1328	1.0348	1.2083	1.1487	0.9049	1.1308	1.2711	1.1710	1.1578	1.2166	1.1815	1.0931	1.1186	1.0746	1.2005	1.2121	1.1787	1.0183	0.9385	1.0914	1.0713	0.9992	0.9321	0.9290	1.1497	1.0385	1.0373	1.1783	1.2538	1.0165	1.1471	1.1309	1.0570
CLUG_04785	1.1656	1.2384	1.2236	1.3833	1.2853	1.0450	1.2014	1.1022	1.3578	1.3416	1.2877	1.2048	1.2117	1.2820	1.1921	1.1641	1.3142	1.1417	1.3156	1.1903	1.1492	1.2513	1.2142	0.8744	1.1935	1.3209	1.1611	1.2464	1.2737	1.1693	1.1806	1.0923	1.1764	1.2449	1.1639	1.1799	1.2257	1.1026	1.1428	1.1184	1.0006	0.9245	0.9971	1.1158	0.9206	1.0793	1.1148	1.2561	0.9955	1.0919	1.1426	0.9639
CLUG_04786	0.8781	1.0522	0.9415	1.1331	0.9614	1.0392	0.9164	1.0414	1.2211	1.1831	1.0839	1.0801	1.1203	1.0832	1.0431	1.1329	1.1681	1.1389	1.1647	1.0767	1.0651	1.1699	0.9929	0.8291	1.2101	1.3641	1.1351	1.2013	1.2313	1.1345	1.1426	1.1312	1.1451	1.1958	1.2602	1.1930	1.3691	1.0380	1.1560	1.1321	1.0499	0.9551	1.0158	1.1207	1.0091	1.0723	1.1781	1.3104	0.9627	1.2461	1.1358	1.0438
CLUG_04787	0.8477	1.0177	0.9527	0.9672	0.9262	0.9713	0.9208	1.0020	1.0634	1.0670	0.9554	0.9893	1.1013	1.0135	0.9887	0.9957	1.0010	0.9549	1.1394	1.0118	1.0037	1.0816	1.0847	0.7203	1.0769	1.1674	1.0857	1.1025	1.0848	1.0788	1.0718	1.0583	1.0332	1.1314	1.1543	1.0695	1.0846	0.9455	0.9816	0.9875	0.9816	0.8591	0.8886	1.0506	0.9960	0.9270	1.0045	1.1434	0.9147	1.0718	1.0682	1.0005
CLUG_04788	1.0680	1.1920	1.0284	1.0909	1.0634	0.9975	1.0438	1.1190	1.1119	1.1909	1.1080	1.1256	1.1714	1.1196	1.1410	1.1727	1.2073	1.1301	1.2159	1.0684	1.1437	1.1187	1.1376	0.8931	1.2197	1.3037	1.1184	1.1798	1.1837	1.1626	1.1707	1.0867	1.1346	1.2322	1.1674	1.2001	1.1608	1.0386	1.1520	1.1037	0.9941	0.9117	0.9534	1.1904	1.0350	1.0618	1.2424	1.3089	1.0234	1.1650	1.1280	1.1125
CLUG_04789	0.9824	1.1011	1.0258	1.1258	1.0455	1.0292	1.0421	1.0293	1.1797	1.0982	1.0312	0.9920	1.0378	1.0570	1.0045	1.1248	1.0820	1.0839	1.1465	1.0312	1.1021	1.0816	1.0750	0.8217	1.1289	1.2721	1.1332	1.1671	1.1886	1.1683	1.0213	1.0751	1.1094	1.2595	1.1019	1.1038	1.1213	0.9583	1.0620	1.0534	0.9342	0.9206	0.9290	1.1377	1.0032	1.0046	1.1653	1.2615	0.9561	1.1457	1.1358	1.0679
CLUG_04790	1.0452	1.0720	1.0584	1.1239	1.0097	1.0020	0.9885	1.1236	1.0951	1.1344	1.0088	0.9806	1.1121	1.0873	1.1100	1.1003	1.0377	1.0941	1.2038	1.0534	1.0764	1.0677	1.0550	0.8332	1.0955	1.2031	1.1170	1.0898	1.2373	1.1264	1.0960	1.0891	1.0463	1.1858	1.1736	1.1469	0.9869	0.9089	1.0305	1.0439	0.9362	0.9256	0.9141	1.1257	0.9843	1.0019	1.1318	1.2546	0.9587	1.1540	1.1403	1.0443
CLUG_04791	0.9554	1.0319	0.9161	1.0730	1.0306	0.9598	0.9034	1.0324	1.1034	1.1156	0.9934	0.9667	1.0436	1.0208	1.0046	1.0012	1.1039	1.0225	1.1284	1.0294	1.0350	1.0139	1.0627	0.8219	1.0812	1.2886	1.1483	1.1583	1.2442	1.1358	1.0610	1.1238	1.0755	1.2174	1.1399	1.1530	1.3284	0.9270	1.0645	1.0812	0.9547	0.9057	0.9427	1.1126	1.0569	1.0410	1.1769	1.2968	1.0418	1.1780	1.1549	1.0356
CLUG_04792	0.8920	1.0481	0.9758	0.9968	0.9455	0.8654	0.8907	0.9802	1.0935	1.0299	0.9822	0.8862	1.0841	0.9635	0.9570	0.9674	1.0592	0.9916	1.1132	0.9887	0.9759	0.9882	0.9590	0.8167	1.0993	1.2392	1.0955	1.1429	1.1622	1.0842	1.0512	1.0592	1.0607	1.1647	1.1817	1.1178	1.1495	0.9448	1.0799	1.0525	0.9803	0.8825	0.8902	1.0789	0.9550	0.9452	1.1520	1.2069	0.9232	1.1206	1.1305	0.9896
CLUG_04793	1.0808	1.0803	1.0601	1.1123	1.0933	1.0386	0.9978	1.0825	1.1932	1.1442	1.0419	1.0344	1.2462	1.1147	1.1124	1.2307	1.2590	1.1528	1.2153	1.0779	1.1351	1.1818	1.0442	0.8948	1.1498	1.3926	1.2586	1.2174	1.3293	1.2382	1.1616	1.1580	1.1346	1.2319	1.2529	1.2103	1.2862	0.9965	1.1577	1.0968	1.0015	0.9815	0.9568	1.1799	1.0521	1.0618	1.1375	1.3983	1.0888	1.2232	1.2317	1.0780
CLUG_04794	1.1281	1.1602	1.1426	1.1157	1.0520	1.0944	0.9326	1.0616	1.2306	1.2322	1.1537	1.2267	1.2038	1.1583	1.1274	1.1397	1.2269	1.2443	1.2164	1.0485	1.0951	1.1520	1.1080	0.8570	1.1663	1.3749	1.1745	1.2086	1.3029	1.2402	1.0725	1.1728	1.1312	1.3017	1.2005	1.2446	1.2031	1.0387	1.1412	1.0521	1.0560	0.9952	0.9816	1.2580	0.9787	1.0548	1.1444	1.3624	1.0667	1.1944	1.1217	1.0624
CLUG_04795	1.0538	1.1740	1.1412	1.1531	1.1126	0.9981	1.1177	1.1696	1.2532	1.1934	1.2010	1.1277	1.2026	1.1463	1.1779	1.2976	1.2282	1.1831	1.2754	1.1066	1.1015	1.2172	1.1985	0.9578	1.2421	1.4209	1.2560	1.2827	1.2570	1.1845	1.1429	1.1862	1.1965	1.2712	1.2472	1.2344	1.1127	1.0452	1.1603	1.1117	1.0397	0.9596	1.0426	1.1557	1.0543	1.1079	1.2831	1.4147	1.0573	1.2285	1.1739	1.0701
CLUG_04796	1.1830	1.1907	1.1330	1.1579	1.1331	1.1793	1.0146	1.1467	1.1605	1.1910	1.2158	1.1198	1.4067	1.1793	1.2758	1.2184	1.1741	1.1502	1.3441	1.1734	1.0217	1.2269	1.2193	0.8505	1.2182	1.3877	1.2135	1.2499	1.3703	1.2345	1.1710	1.2464	1.1121	1.2785	1.2450	1.2500	1.2445	1.0450	1.1249	1.2117	1.0310	0.9805	1.0342	1.2489	1.0705	1.0755	1.2676	1.3652	1.0619	1.2329	1.2929	1.0633
CLUG_04797	0.9691	1.2017	1.0355	1.0807	1.0676	0.9870	0.9708	1.0997	1.2767	1.1342	1.0487	1.0047	1.1909	1.1170	1.0997	1.1562	1.1764	1.1502	1.2655	1.0690	1.0898	1.2177	1.1509	0.8674	1.1807	1.3521	1.1677	1.1912	1.2971	1.1916	1.1138	1.2087	1.1717	1.2642	1.1959	1.1837	1.1593	0.9518	1.1678	1.1071	0.9618	0.9528	0.9293	1.1384	1.0483	1.0348	1.1474	1.3283	1.0431	1.1943	1.2457	1.0428
CLUG_04798	1.1642	1.2010	1.2288	1.1457	1.0801	1.0359	1.0147	1.0664	1.2058	1.2831	1.1744	1.0585	1.2183	1.1457	1.1445	1.2263	1.3096	1.1256	1.2744	1.1307	1.1298	1.1744	1.2536	0.8484	1.2430	1.4341	1.2588	1.2071	1.4081	1.2764	1.2115	1.2383	1.1929	1.2858	1.2569	1.2630	1.1017	1.0346	1.1824	1.1495	1.0580	1.0017	1.0074	1.2275	1.0439	1.0962	1.2111	1.4172	1.0294	1.2653	1.2693	1.1070
CLUG_04799	1.1115	1.1719	1.1493	1.1414	1.1428	1.0869	1.0954	1.1057	1.2959	1.2832	1.1239	1.0255	1.1925	1.1812	1.1485	1.2455	1.2407	1.0597	1.3054	1.1129	1.1848	1.1605	1.1567	0.8742	1.1939	1.3681	1.2127	1.2265	1.3264	1.1974	1.1635	1.2329	1.1496	1.2701	1.2627	1.2501	1.1647	1.0279	1.1943	1.1354	0.9900	0.9660	0.9683	1.1703	1.1062	1.0696	1.1618	1.3350	1.0432	1.2203	1.2398	1.0879
CLUG_04800	1.0390	1.1932	1.0424	1.1175	1.1061	1.0213	1.0310	1.0452	1.2775	1.1934	1.1031	1.1232	1.2229	1.1633	1.1809	1.1734	1.2298	1.1070	1.2766	1.0737	1.0833	1.1511	1.1004	0.9631	1.2046	1.4026	1.1890	1.2380	1.3036	1.2239	1.1476	1.2244	1.1406	1.2735	1.2758	1.2615	1.1664	1.0398	1.0730	1.1159	1.0245	0.9669	0.9659	1.1607	1.0611	1.0602	1.1704	1.3470	1.0525	1.2588	1.1933	1.0787
CLUG_04801	1.1515	1.1784	1.1884	1.1763	1.1944	1.0932	1.0312	1.1649	1.2931	1.3052	1.1601	1.1560	1.2293	1.2849	1.2933	1.2626	1.2319	1.1147	1.2718	1.1634	1.2102	1.2382	1.3052	0.9364	1.3034	1.4657	1.2790	1.2833	1.3861	1.2725	1.2304	1.3146	1.2134	1.3965	1.3752	1.3384	1.2769	1.0701	1.2288	1.1991	1.0528	1.0268	1.0190	1.2268	1.1141	1.1145	1.3047	1.4471	1.0917	1.3014	1.2828	1.1880
CLUG_04802	1.2315	1.2168	1.2442	1.1987	1.1726	1.0580	1.0638	1.1955	1.2870	1.3698	1.3050	1.1997	1.3842	1.2580	1.2593	1.3251	1.2624	1.2000	1.3729	1.1799	1.2211	1.2536	1.2353	0.9895	1.2982	1.5010	1.3238	1.3411	1.4353	1.3226	1.2474	1.3905	1.2318	1.4253	1.3624	1.3614	1.2770	1.0978	1.2555	1.2535	1.0994	1.0477	1.0425	1.3115	1.1548	1.1581	1.3315	1.4848	1.1167	1.3220	1.3480	1.1578
CLUG_04803	1.3587	1.3260	1.1910	1.3941	1.2121	1.0311	1.2859	1.4903	1.5797	1.3535	1.3876	1.5149	1.3559	1.4033	1.3821	1.3090	1.6361	1.2846	1.5312	1.3193	1.3356	1.3676	1.1494	0.9514	1.2868	1.5688	1.3619	1.1904	1.4850	1.4116	1.2953	1.3801	1.2528	1.4996	1.4475	1.3889	1.1492	1.1033	1.3117	1.2110	1.1820	1.0305	0.9699	1.3571	1.2350	1.1585	1.3526	1.4005	1.1885	1.4200	1.3669	1.1169
CLUG_04804	1.0979	1.2382	1.1906	1.2061	1.1789	1.0494	1.0395	1.2410	1.3710	1.2729	1.1526	1.1897	1.2513	1.1951	1.1635	1.2983	1.4166	1.2527	1.1981	1.1553	1.1829	1.2119	1.1996	0.8942	1.2321	1.5250	1.3289	1.2637	1.3789	1.1878	1.2411	1.3351	1.1932	1.3382	1.3418	1.3503	1.1891	1.0570	1.1781	1.1668	1.0904	1.0103	1.0358	1.2532	1.1116	1.1166	1.2502	1.4136	1.1104	1.2867	1.2742	1.1103
CLUG_04805	1.1818	1.1938	1.2203	1.2625	1.2298	1.1375	1.0808	1.1860	1.3236	1.3470	1.1852	1.2863	1.2590	1.2454	1.2628	1.4545	1.2157	1.1925	1.3008	1.1928	1.2742	1.2518	1.2082	0.9588	1.2481	1.5410	1.2528	1.3028	1.3846	1.2378	1.1470	1.2810	1.1491	1.3217	1.3210	1.3125	1.2117	1.0290	1.1819	1.1771	1.0309	0.9821	1.0516	1.2425	1.1060	1.1045	1.2801	1.4490	1.1438	1.3607	1.3102	1.1533
