GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05376	0.7706	0.7837	0.7203	0.7907	0.7286	0.7354	0.7078	0.8100	0.8639	0.8682	0.7830	0.8850	0.6743	0.8662	0.8326	0.7431	0.7411	0.7309	0.8397	0.8163	0.6819	0.7453	0.8367	0.9143	1.0731	1.0247	1.0863	0.9568	0.9860	1.0626	1.0925	1.0460	0.9742	1.0268	0.8373	0.9681	0.9160	0.8590	1.0700	1.0213	0.9920	0.9645	1.0036	1.0365	0.8593	1.0305	1.1479	1.0892	0.9941	0.9929	1.1363	0.9941	0.9640	0.9456	0.9489
CLUG_05377	0.8293	0.7670	0.7889	0.8477	0.8213	0.8073	0.8100	0.7998	0.9312	0.9992	0.8674	0.8864	0.8543	0.8443	0.8118	0.7684	0.8943	0.8749	0.9169	0.8634	0.7496	0.8450	0.8009	0.8511	0.9837	1.0065	0.9847	1.0154	0.9899	0.9789	0.9630	0.8836	0.9714	1.0191	0.9128	0.9469	1.0666	0.9874	1.0259	0.9452	0.9519	0.8852	0.9641	0.9677	0.9115	1.0308	0.9670	1.0249	0.9741	0.9111	1.0666	0.9100	0.9788	0.9538	0.9046
CLUG_05378	0.7274	0.6696	0.6953	0.7141	0.7192	0.7363	0.7482	0.7943	0.8528	0.8471	0.7190	0.7994	0.7864	0.7486	0.6717	0.6678	0.7875	0.8444	0.7172	0.7637	0.6757	0.7701	0.7835	0.8297	1.0037	0.9729	0.9878	0.9735	0.9685	0.9792	0.9211	0.9025	0.8737	0.9863	0.8726	0.8813	1.1342	1.1028	1.0375	0.9778	0.9650	0.8901	0.9266	0.9735	0.8872	0.9995	0.9856	0.9967	0.9915	0.9524	1.0495	0.9647	0.9602	0.9221	0.9244
CLUG_05379	0.7902	0.6740	0.6658	0.6982	0.7328	0.7544	0.7612	0.7434	0.8100	0.8477	0.7107	0.7695	0.7642	0.7047	0.6875	0.5980	0.7461	0.8404	0.7906	0.7721	0.7119	0.7357	0.7638	0.7172	1.0005	1.0221	0.9712	1.0082	0.9701	1.0268	0.9472	0.9120	0.9673	1.0361	0.9030	0.9219	1.2473	1.1947	1.0665	1.0254	0.9921	0.9391	0.9617	0.9477	0.9329	0.9701	1.0845	1.0519	1.0400	1.0131	1.0945	0.9748	0.9882	0.9201	0.9356
CLUG_05380	0.8859	0.7192	0.7480	0.7487	0.7992	0.8189	0.8369	0.8216	0.8841	0.9200	0.7779	0.8430	0.8289	0.7616	0.7563	0.6641	0.8146	0.9065	0.8745	0.8356	0.7699	0.8014	0.8138	0.7374	1.0423	1.0706	1.0160	1.0589	1.0173	1.0587	0.9902	0.9606	0.9953	1.0835	0.9320	0.9591	1.2705	1.1922	1.0791	1.0649	1.0089	0.9473	0.9900	0.9831	0.9754	1.0062	1.1271	1.0648	1.0772	1.0353	1.1333	0.9888	1.0133	0.9778	0.9516
CLUG_05381	0.9878	0.8572	0.8568	0.8652	0.9140	0.8887	0.9387	0.9247	0.9453	1.0345	0.9131	0.9845	0.9515	0.9962	0.9165	0.9416	0.9512	0.9651	1.0294	0.9501	0.8822	0.9313	0.9141	0.9157	1.0710	1.0414	1.0601	1.0340	0.9889	1.0407	1.0368	0.9751	1.0127	1.0734	0.9725	0.9855	0.9454	0.8620	1.0801	0.9977	1.0152	0.9632	1.0005	1.0503	0.9680	1.0590	1.0299	1.1331	1.0412	0.9937	1.1106	0.9288	1.0337	0.9844	0.9719
CLUG_05382	0.7979	0.7976	0.7604	0.8199	0.7938	0.7734	0.8275	0.7044	0.9255	0.9846	0.8993	0.9005	0.8934	0.9145	0.8124	0.8620	0.9439	0.8800	0.9242	0.8535	0.7735	0.9165	0.9078	0.8344	0.9620	1.0486	0.9671	0.9659	0.9430	1.0088	0.9589	1.0009	0.9781	1.0430	0.8815	0.9158	0.9106	0.8629	1.0830	0.9663	1.0027	0.8644	0.9080	0.9638	0.9240	0.9876	0.9650	1.0388	1.0095	0.8801	1.0012	0.8912	0.9244	0.9098	0.8958
CLUG_05383	0.7769	0.7154	0.7769	0.7853	0.7547	0.7280	0.8550	0.7526	0.7506	0.9216	0.7524	0.7411	0.7979	0.7697	0.7755	0.7171	0.8711	0.8900	0.8302	0.8191	0.7052	0.7503	0.7694	0.7721	0.9807	1.0920	0.9908	1.0454	0.9971	1.0409	0.9604	0.9507	1.0051	1.1035	0.9240	0.9396	1.3229	1.2357	1.0762	1.0467	1.0017	0.9338	0.9640	1.0262	0.9781	0.9997	1.0456	1.1242	1.0080	1.0666	1.1068	0.9703	1.0182	0.9793	0.9300
CLUG_05384	0.6926	0.6649	0.7501	0.6997	0.7062	0.6504	0.7524	0.7083	0.7396	0.8766	0.7131	0.6618	0.7988	0.6822	0.7429	0.6251	0.7972	0.9029	0.8605	0.7750	0.6448	0.7013	0.7172	0.7211	0.9532	1.0837	0.9529	1.0427	1.0084	1.0332	0.9695	0.9275	0.9568	1.0916	0.9341	0.9126	1.3929	1.3065	1.0464	1.0751	1.0026	0.9229	0.9532	1.0033	0.9790	0.9916	1.0221	1.1808	0.9730	1.0763	1.1217	0.9608	1.0457	0.9654	0.9148
CLUG_05385	0.8255	0.6672	0.7467	0.6659	0.6945	0.7500	0.7986	0.7463	0.7899	0.8708	0.7689	0.6927	0.8081	0.7761	0.7483	0.6159	0.8152	0.8468	0.8308	0.8177	0.7322	0.7413	0.7822	0.7240	0.9784	0.9688	0.9448	1.0350	0.9603	0.9948	0.9045	0.9057	0.8961	0.9883	0.8588	0.9208	1.1913	1.0884	0.9971	0.9396	1.0088	0.9080	0.9235	0.9536	0.9655	0.9763	0.9819	0.9986	1.0124	0.9852	1.0152	0.9285	0.9330	0.9267	0.9125
CLUG_05386	0.8472	0.7102	0.6622	0.7350	0.7255	0.7187	0.8464	0.8173	0.7026	0.8170	0.7683	0.9001	0.7939	0.7538	0.6272	0.6273	0.8071	0.7659	0.8245	0.8214	0.6954	0.8233	0.8302	0.6784	0.9917	1.0026	0.9504	1.0040	0.9401	0.9163	0.9199	0.8737	0.9074	0.9893	0.8417	0.8739	1.1401	1.1983	1.0985	0.9956	1.0121	0.9398	0.9366	1.0013	0.8772	0.9742	1.0896	1.0885	1.0488	0.9774	1.1136	0.9728	0.8787	0.9155	0.9450
CLUG_05387	0.8747	0.6861	0.6562	0.7344	0.7125	0.7185	0.8808	0.8515	0.7601	0.8313	0.7750	0.8664	0.7856	0.7367	0.6516	0.6319	0.8220	0.7628	0.8404	0.8196	0.6956	0.8220	0.7769	0.7473	1.0196	1.0617	0.9988	1.0074	0.9993	0.9527	0.9760	0.9177	0.9645	0.9898	0.8549	0.9349	1.1926	1.2230	1.0598	0.9790	1.0017	0.9109	0.9433	0.9884	0.9291	1.0216	1.0386	1.0981	1.0054	0.9373	1.0790	0.9377	0.9112	0.9383	0.9144
CLUG_05388	0.9000	0.8780	0.8092	0.8637	0.8199	0.8159	0.9541	0.8547	0.8970	0.9588	0.8871	0.9327	0.8719	0.8967	0.8425	0.8463	0.8681	0.9190	0.9757	0.9189	0.8043	0.8883	0.8737	0.8581	1.0154	1.0068	0.9785	1.0338	0.9761	0.9604	0.9819	0.9232	0.9769	1.0194	0.9275	0.9438	0.9265	0.8871	0.9962	1.0133	0.9683	0.9111	0.9567	0.9863	0.9327	1.0188	0.9770	1.0435	0.9597	0.9534	1.0384	0.9030	1.0001	0.9451	0.8993
CLUG_05389	0.8609	0.8771	0.8591	0.9400	0.8472	0.8335	0.9703	0.9006	0.9652	0.9730	0.8638	0.9322	0.9567	0.9327	0.9132	0.9634	0.8586	0.9176	0.9826	0.9548	0.8165	0.8899	0.8813	0.8559	0.9969	1.0735	0.9708	1.0814	0.9951	0.9125	0.9601	0.9256	0.9985	1.0693	0.9010	0.9296	0.8297	0.7970	0.9918	0.9764	0.9595	0.9544	0.9374	0.9846	0.9243	1.0310	0.9737	0.9900	0.9829	0.9446	1.0132	0.9165	1.0394	0.9772	0.8870
CLUG_05390	0.8486	0.7683	0.7305	0.7750	0.6997	0.8429	0.8605	0.9303	0.8426	0.9289	0.7932	0.8097	0.7692	0.8119	0.7423	0.7576	0.9526	0.7988	0.8999	0.8133	0.7549	0.8428	0.7729	0.7283	1.0129	0.9870	1.0273	1.0115	0.9658	0.9220	0.9182	0.9397	0.8679	0.9320	0.9479	0.9238	0.9817	1.1441	1.0541	0.9010	0.9462	0.9370	0.8788	0.9372	0.9141	0.9629	0.9367	0.9767	1.0393	1.0360	1.0460	1.0169	0.9586	0.9465	0.9246
CLUG_05391	0.9345	0.7620	0.8755	0.8497	0.8217	0.8289	0.8282	0.8737	0.9326	0.9073	0.8174	0.8944	0.8727	0.8080	0.8054	0.7448	0.8577	0.8981	0.8842	0.8347	0.7663	0.8184	0.7898	0.8589	1.0362	1.0578	1.0251	1.1059	1.0133	1.0294	1.0008	0.9941	0.9644	1.0323	0.9612	1.0115	1.0360	1.0801	1.0962	0.9256	0.9575	0.9320	0.9868	1.0304	1.0207	0.9996	1.0449	1.0995	1.0432	1.0596	1.0860	0.9973	1.0435	0.9680	0.9156
CLUG_05392	0.9612	0.8821	0.8890	0.8527	0.9255	0.9076	0.9644	0.9890	0.9659	1.0038	0.9446	0.9748	0.9853	1.0100	0.8925	0.9219	1.0247	0.9378	0.9679	0.9660	0.8868	0.8897	0.9935	0.8729	1.1161	1.1063	1.0687	1.1020	1.0588	1.0888	1.0697	1.0443	1.0330	1.1727	0.9751	0.9979	1.1243	1.1116	1.0570	0.9887	1.0232	1.0027	1.0221	1.0245	0.9984	1.0591	1.0580	1.1090	1.0497	1.0009	1.0919	0.9685	1.0177	1.0466	0.9786
CLUG_05393	0.9095	0.7659	0.7616	0.8144	0.8452	0.7925	0.7979	0.7818	0.7803	0.9023	0.7891	0.9479	0.9006	0.8148	0.7386	0.7519	0.8564	0.7755	0.8325	0.8669	0.7744	0.7998	0.8480	0.7447	0.9762	1.0679	1.0013	1.0754	1.0190	1.0092	0.9630	0.9647	1.0072	1.0789	0.9762	0.8912	1.2599	1.1575	1.0733	0.9902	0.9913	0.8812	0.9538	0.9688	0.9586	1.0046	0.9567	1.0828	0.9465	0.9569	1.0621	0.9159	0.9784	0.9757	0.9160
CLUG_05394	0.9572	0.7982	0.8727	0.8009	0.9257	0.8870	1.0429	0.9318	1.0695	1.0043	0.9158	0.9162	0.9057	0.9204	0.9209	0.8085	0.9413	0.8424	0.9656	0.9087	0.8308	0.9376	0.8987	0.8557	1.0966	1.0625	1.0357	1.0972	1.0095	1.0094	1.0678	0.9979	0.9975	1.1058	0.9332	0.9743	1.0512	0.9882	1.0553	1.0103	1.0369	0.9629	1.0506	1.0469	0.9453	1.0150	1.0482	0.9854	1.0288	0.9582	1.0383	0.9015	1.0353	1.0335	0.9720
CLUG_05395	0.8226	0.9566	0.9352	0.8600	0.8943	0.7975	0.9669	0.8835	0.9017	0.9446	0.8966	1.0099	0.8446	0.8350	0.7891	0.8021	0.8757	0.8198	0.8419	0.9147	0.9393	0.8507	0.9039	0.8318	1.0620	1.0794	1.0330	1.1629	1.0227	1.0411	0.9830	1.0594	1.0386	1.1368	0.9061	1.0060	1.2352	1.1025	1.0392	0.9532	0.9986	0.9147	1.0456	1.0590	0.9336	1.0928	0.9901	1.0303	1.0118	0.9917	1.0934	0.9488	0.9960	1.1226	0.9232
CLUG_05396	0.7230	0.6673	0.7405	0.6505	0.6523	0.6613	0.7550	0.6928	0.6781	0.8013	0.7205	0.7977	0.6956	0.6714	0.6049	0.5749	0.7384	0.7249	0.7067	0.7452	0.6319	0.7281	0.6664	0.6536	0.9981	0.9738	0.9727	1.0437	1.0117	1.0328	1.0170	0.9416	0.9864	1.0584	0.9472	0.9826	1.3045	1.2106	1.0989	0.9768	1.0098	0.9532	0.9309	0.9681	0.9530	0.9944	1.0329	1.1210	1.0154	0.9501	1.0872	0.9515	0.9695	0.9623	0.9724
CLUG_05397	0.9409	0.7864	0.8169	0.8392	0.8962	0.8575	0.9774	0.8927	0.9390	0.9882	0.9122	0.9588	0.9364	0.8933	0.8483	0.8859	0.8591	0.9758	0.9192	0.9064	0.7984	0.9124	0.9283	0.8043	1.0891	1.0743	0.9908	1.0819	0.9874	1.0133	1.0255	0.9716	0.9807	1.0629	0.9674	0.9589	1.0776	1.0089	1.0649	0.9673	0.9524	0.9352	0.9847	1.0272	0.9587	1.0026	0.9650	1.0727	0.9863	0.9923	1.0633	0.9522	1.0053	0.9767	0.9535
CLUG_05398	0.9393	0.7563	0.8203	0.7481	0.7905	0.7871	0.8040	0.8806	0.8608	0.9556	0.8285	0.8415	0.7659	0.7563	0.7294	0.7027	0.9036	0.8843	0.8111	0.8410	0.7598	0.8463	0.7950	0.7547	1.0222	1.0152	0.9741	1.0176	0.9990	1.0064	0.9676	0.9133	0.9405	0.9808	0.9125	0.9404	1.1851	1.1248	1.0215	0.8947	0.9510	0.9393	0.9724	0.9762	0.9083	0.9453	0.9830	1.0387	0.9609	0.9503	1.0013	0.9060	0.9480	0.9453	0.9144
CLUG_05399	0.8469	0.6888	0.8087	0.7839	0.8148	0.7970	0.8616	0.8402	0.8784	0.8794	0.8326	0.8568	0.8361	0.8179	0.7547	0.7156	0.8495	0.8176	0.7824	0.8766	0.8202	0.8476	0.7846	0.7533	1.1091	1.1181	1.0848	1.1274	1.0951	1.0847	1.0905	1.0324	1.0937	1.0965	0.9671	1.0250	1.4032	1.3549	1.0994	1.0133	1.0137	0.9999	0.9678	1.0190	0.9971	1.0395	1.1037	1.1308	1.0717	1.0215	1.1251	0.9802	1.0425	1.0398	0.9910
CLUG_05400	1.0390	0.8661	0.9007	0.8215	0.9987	0.9308	1.1150	0.9581	1.0268	1.0008	1.0508	1.1193	0.9961	0.9119	0.9570	0.9019	0.9154	0.9079	1.0262	1.0016	0.9461	1.0132	0.9726	0.8854	1.0858	1.1685	1.0371	1.1162	1.0952	1.0672	1.0829	1.0126	1.0503	1.1073	0.9229	0.9101	0.7864	0.8065	1.0796	1.0016	0.8785	0.9637	0.9637	1.0732	0.9815	1.0421	0.9820	1.0032	1.0288	1.0043	1.1303	0.9386	1.0164	0.9956	0.9596
CLUG_05401	0.7927	0.7068	0.7396	0.6818	0.7713	0.7570	0.7590	0.7735	0.7409	0.7940	0.7959	0.8238	0.8070	0.7323	0.7107	0.6429	0.8088	0.8496	0.7912	0.7816	0.7407	0.7776	0.7680	0.6836	1.0994	1.0506	1.0147	1.0416	1.0165	1.0266	1.0377	0.9855	1.0271	1.0443	0.9495	0.9721	1.2780	1.3267	1.0682	0.9930	0.9727	0.9771	0.9971	0.9779	0.9998	1.0037	1.0069	1.0350	0.9787	0.9616	1.0515	0.9592	0.9753	1.0016	0.9169
CLUG_05402	0.8975	0.7839	0.9557	0.7839	0.8977	0.9464	0.9918	0.9363	0.9925	0.9595	0.9145	0.9637	0.9768	0.9727	0.9111	0.9172	0.9213	0.8813	0.9401	0.9207	0.8456	0.8447	0.7775	0.8200	1.0527	1.0694	1.0146	1.0840	0.9402	1.0189	1.0558	1.0405	1.0232	1.0600	0.9318	0.9486	0.8936	0.9302	1.0481	0.9241	0.9138	0.9375	0.9376	0.9971	0.9602	1.0025	1.0049	1.0861	0.9428	0.9424	1.0126	0.9052	1.0154	0.9876	0.9036
CLUG_05403	0.8917	0.8440	0.8451	0.8432	0.8645	0.9711	0.9650	0.8444	0.8410	1.0072	0.9841	0.9070	0.8817	0.9795	0.8386	0.8657	1.0205	0.9298	0.8808	0.9505	0.9220	0.8917	0.8868	0.8392	1.0833	1.0716	1.0909	1.1158	0.9461	0.9999	0.9768	1.0329	0.9638	1.0485	0.9294	0.9815	1.0420	1.0067	1.0618	0.9492	0.9014	0.9472	0.9933	1.0165	1.0055	1.0158	1.0183	1.0787	0.9265	0.9851	1.0229	0.9251	0.9950	0.9500	0.9225
CLUG_05404	0.8829	0.7819	0.8147	0.8061	0.8930	0.8751	0.9531	0.8292	0.8151	0.8736	0.9467	0.7900	0.8329	0.7946	0.8077	0.8577	0.8185	0.9323	0.8074	0.9009	0.7104	0.7732	0.9085	0.7585	1.0718	1.0527	1.0061	0.9719	1.0103	1.0480	1.0024	1.0245	0.9710	0.9448	0.9087	0.9304	1.0448	1.0691	0.9629	0.8943	0.9206	0.8899	0.9693	1.0311	0.9456	0.9514	0.9826	1.0041	0.9640	0.9248	0.9914	0.8817	1.0253	0.9486	0.9414
CLUG_05405	0.8928	0.8467	0.9486	0.7822	0.8745	0.8511	0.8557	0.9614	0.8142	0.9735	0.8639	0.9082	0.7994	0.9347	0.9120	0.9730	0.9880	0.9058	0.9762	0.8716	0.8065	0.9270	0.8613	0.8288	1.0853	1.0887	0.9815	1.0962	0.9835	1.0381	0.9601	1.0104	0.9556	1.0976	0.9531	0.8888	1.0478	1.0629	0.9890	0.9412	0.9480	0.8944	0.9842	1.0243	0.9557	0.9928	0.9784	1.0477	1.0167	0.9837	1.0478	0.9122	0.9708	0.9287	0.8713
CLUG_05406	0.7770	0.7242	0.8158	0.7833	0.7906	0.8544	0.9193	0.8471	0.7873	0.8535	0.8814	0.8791	0.8407	0.8302	0.7775	0.6443	0.7627	0.9458	0.8292	0.8612	0.8051	0.8062	0.8283	0.7852	0.9499	1.0523	0.9895	0.9807	0.9387	0.9779	0.9151	0.9984	0.9648	1.0075	0.8727	0.9215	0.9740	0.9202	1.0215	0.8619	0.8842	0.9131	0.8258	1.0098	0.8951	0.9355	0.9282	0.9158	0.9365	0.8878	0.9595	0.8537	0.9302	0.9786	0.8385
CLUG_05407	0.7999	0.7487	0.8109	0.8145	0.7830	0.7939	0.9096	0.8567	0.8066	0.8846	0.8598	0.8309	0.8092	0.8234	0.7812	0.6702	0.7382	0.9485	0.8298	0.8829	0.7959	0.8077	0.7913	0.7878	0.9589	1.0636	0.9858	0.9874	0.9455	0.9890	0.9202	0.9893	0.9693	1.0151	0.8778	0.9255	1.0133	0.9527	0.9963	0.8690	0.8906	0.9141	0.8434	1.0274	0.8939	0.9440	0.9238	0.9363	0.9507	0.8863	0.9868	0.8623	0.9390	1.0004	0.8505
CLUG_05408	1.0109	0.8693	0.9405	0.8510	0.9097	0.9284	1.0141	0.9377	0.9487	1.0219	0.9758	0.9664	0.8957	0.9336	0.8850	0.8919	0.8897	0.9644	0.9328	0.9484	0.8949	0.9289	0.9029	0.8803	1.0895	1.0818	1.0476	1.1029	1.0394	1.0253	1.0185	1.0061	1.0530	1.0482	0.9432	0.9758	1.0199	1.0384	1.0104	0.9252	0.9757	0.9696	0.9953	1.0152	0.9569	1.0152	1.0169	1.0212	1.0169	0.9600	1.0593	0.9382	1.0327	1.0015	0.9519
CLUG_05409	1.0045	0.8160	0.9021	0.8887	0.8706	0.9858	1.0058	1.0380	1.0102	1.0352	0.9421	1.0801	0.9329	0.9225	0.9399	0.9341	0.9609	0.9559	0.8702	1.0218	0.8823	0.9374	0.9663	0.9028	1.0508	1.0921	1.0689	1.0695	1.0660	1.0509	1.0541	0.9954	1.0384	0.9970	0.9850	0.9089	0.8818	0.8463	1.0366	0.9918	0.9507	0.9666	0.9752	1.0310	0.9522	0.9971	1.0031	1.0120	0.9934	0.9911	1.0604	0.9485	0.9783	0.9498	0.9824
CLUG_05410	0.9982	0.8323	0.9495	0.8879	0.8982	0.8870	0.9797	0.9091	0.9636	0.9680	0.8993	0.9775	0.9913	0.9122	0.8696	0.8891	0.9983	0.8994	0.8574	0.9701	0.8248	0.9517	0.9043	0.8489	1.0755	1.0737	1.0174	1.0657	0.9859	1.0105	0.9814	1.0115	1.0260	1.0666	0.9388	0.9380	0.9229	0.9160	0.9591	0.9181	0.9745	1.0060	0.9239	0.9994	0.9147	0.9960	1.0118	1.0082	0.9505	0.9753	0.9553	0.9104	0.9355	0.9952	0.8915
CLUG_05411	1.1051	0.8233	0.9484	0.9445	0.9958	0.9519	1.0890	0.9390	0.9725	1.0201	0.9150	1.0167	0.9627	1.0171	0.9389	0.8830	0.9885	0.9466	0.9769	1.0302	0.9343	0.9576	0.9439	0.9251	1.0726	1.0455	1.0456	1.0624	1.0653	1.0203	1.0240	0.9723	0.9712	1.0366	0.9131	0.9848	0.8160	0.8388	1.0336	1.0002	0.9798	0.9059	0.9376	1.0522	0.9563	0.9740	0.9528	0.9742	0.8891	0.9811	1.0429	0.9466	0.9937	1.0024	0.8724
CLUG_05412	1.0776	0.9910	0.9812	1.0039	1.0179	1.0801	1.0815	1.0707	1.1157	1.1250	1.0624	1.1145	1.0075	1.0583	1.0746	1.0544	1.0743	1.0057	1.0582	1.1013	0.9953	1.0395	1.0242	0.9491	1.1774	1.1503	1.1272	1.1480	1.0775	1.1152	1.1087	1.1222	1.0949	1.1455	0.9978	1.0051	0.8981	0.8826	1.0815	1.0024	1.0045	1.0340	1.0567	1.0930	1.0483	1.0552	1.0567	1.1046	1.0395	1.0263	1.1034	0.9908	1.0453	1.0313	0.9863
CLUG_05413	1.1215	0.8192	1.0433	1.0524	1.0089	1.2129	1.1051	1.0584	1.1123	1.1121	0.9854	0.9171	1.0292	1.0913	1.0329	1.1910	1.0670	1.0330	1.0031	1.1710	1.0511	1.1305	1.1158	0.9156	1.1569	1.1544	1.1753	1.1401	1.0934	1.1857	1.1358	1.1355	1.1675	1.1920	0.9801	1.0918	0.9846	0.9586	1.0703	0.9892	1.0443	1.0837	1.1237	1.1121	1.0336	1.0979	1.0677	1.0501	1.0801	1.0023	1.1581	0.9946	0.9648	1.1240	0.9983
CLUG_05414	1.2146	0.9913	1.1520	1.1951	1.1445	1.1754	1.2916	1.1669	1.2319	1.2932	1.0940	1.1351	1.0999	1.1900	1.1197	1.0372	0.8921	1.1930	1.1879	1.1092	1.1308	1.1750	1.1234	0.9638	1.3020	1.2800	1.2204	1.2237	1.1267	1.2443	1.2333	1.2031	1.2446	1.1842	1.0417	1.1109	1.1209	1.0612	1.1807	1.0714	1.1414	1.0897	1.1022	1.1945	1.1379	1.1065	1.0156	1.1704	1.1485	1.2154	1.1642	1.0900	1.0835	1.2040	1.1231
CLUG_05415	1.0596	0.9062	0.9601	0.9051	0.9737	0.9952	1.0207	1.0520	1.0431	1.0426	1.0709	1.0434	0.9789	1.0225	1.0400	1.0410	0.9879	0.9931	1.0344	1.0506	0.9976	0.9883	0.9016	0.8832	1.1230	1.1397	1.0969	1.0958	1.0604	1.0896	1.1113	1.1162	1.1079	1.1273	1.0144	1.0123	0.9811	0.9794	1.0769	1.0158	1.0223	1.0097	1.0373	1.1163	1.0462	1.0374	1.0556	1.1175	1.0183	1.0462	1.0537	0.9487	1.0703	1.0684	0.9866
CLUG_05416	1.1693	0.9337	1.0102	0.9067	1.0147	1.0613	1.0317	0.9662	1.1001	1.0362	1.0781	1.0733	1.0678	1.0961	1.0222	1.0657	0.9937	1.0009	0.9231	1.0668	0.9629	1.0683	1.0740	0.9261	1.1339	1.1391	1.0933	1.1552	1.0767	1.0866	1.0608	1.0837	1.1004	1.1255	1.0075	1.0579	1.0085	0.9922	1.1540	1.0032	1.0213	1.0151	1.0591	1.1315	0.9841	1.0400	1.0771	1.0925	1.0628	1.0120	1.1623	0.9300	1.0194	1.0453	1.0234
CLUG_05417	1.1593	0.9734	1.0088	1.0253	1.0818	1.0847	1.0787	1.0909	1.0658	1.1219	1.1334	1.1516	1.0143	1.1635	1.0592	1.1024	1.0196	1.1335	1.0405	1.0855	1.0426	1.0732	1.0942	0.9408	1.1708	1.1788	1.1091	1.1563	1.1213	1.1521	1.1347	1.1406	1.0953	1.1471	0.9340	0.9785	0.9099	0.8766	1.0688	0.9883	1.0177	1.0532	1.0540	1.1245	1.0405	1.0387	1.0819	1.1452	1.0805	1.0313	1.1409	1.0430	1.0696	1.0790	0.9638
CLUG_05418	1.1772	0.9281	1.0446	0.9764	1.0562	1.1873	1.1280	1.2191	1.1797	1.0917	1.1100	1.1097	1.0787	1.0364	1.1237	1.1072	1.0989	1.0821	1.1053	1.0653	0.9876	1.0880	1.1076	0.9713	1.1749	1.2385	1.0949	1.1551	1.0844	1.1937	1.1105	1.0998	1.0781	1.1004	0.9152	0.9785	1.0478	0.9838	1.1685	0.9897	0.9964	1.0057	1.0097	1.1337	1.0480	0.9688	1.1049	1.0862	1.0057	1.0615	1.1763	1.0024	1.0400	1.1393	1.0304
CLUG_05419	1.1058	0.9315	0.9347	0.9531	1.0517	1.0148	0.9753	0.9959	1.0898	1.1892	1.0548	1.0039	1.0523	1.0104	1.0348	0.9758	1.0090	0.9642	1.0081	1.0337	0.8915	0.9951	0.9668	0.9321	1.1030	1.1105	1.1159	1.1233	0.9588	1.1651	1.1184	1.0311	1.0985	1.1229	0.9980	1.0384	0.8477	0.7533	1.0384	0.9852	0.9427	1.0181	1.0209	1.1070	0.9945	0.9963	1.0033	0.9983	1.0241	1.0150	1.1057	0.9517	1.0348	1.0588	1.0042
CLUG_05420	1.1313	0.9078	1.0844	0.9736	1.0957	1.1704	1.1369	1.1790	1.1735	1.2314	1.1516	1.1647	1.0775	1.1013	1.1585	1.1582	1.1183	1.0843	1.0068	1.1345	1.1018	1.0485	1.0478	0.9777	1.1668	1.1462	1.1486	1.2020	1.0431	1.1545	1.1796	1.1269	1.1200	1.1854	1.0118	1.0474	0.8090	0.8379	1.1405	0.9991	1.0161	1.0630	1.0771	1.1578	1.0075	1.0286	1.0358	1.1512	1.0433	1.0807	1.0785	0.9990	1.0575	1.1068	0.9638
CLUG_05421	1.1241	0.9857	0.9569	1.0036	1.0699	1.1023	1.0934	1.0725	1.1002	1.1321	1.0883	1.0736	1.0381	1.0828	1.0709	1.1098	1.1032	1.0327	1.0095	1.0775	0.9982	1.0087	1.0119	0.9525	1.1550	1.1411	1.0802	1.1385	1.0656	1.1269	1.1033	1.0797	1.0809	1.1581	1.0036	1.0266	0.9401	0.9190	1.0742	0.9780	0.9898	1.0167	1.0615	1.0931	0.9924	1.0296	1.0148	1.0861	1.0194	1.0075	1.1387	0.9881	1.0463	1.0404	0.9942
CLUG_05422	1.0802	0.9583	1.0277	0.9465	1.0493	1.1033	1.1083	1.0262	1.0488	1.0539	1.0554	1.1342	1.0504	1.0942	1.0066	1.0143	0.9456	1.0546	1.0555	1.0906	0.9957	1.0134	0.9797	0.8823	1.1627	1.1618	1.1095	1.1667	1.1163	1.1538	1.1506	1.1063	1.1326	1.1819	0.9868	1.0362	0.8805	0.8891	1.1435	0.9886	1.0543	1.0407	1.0535	1.1518	0.9863	1.0226	1.0970	1.1082	1.0221	1.0582	1.0732	0.9514	1.0366	1.0492	1.0286
CLUG_05423	1.2347	0.9585	1.0332	0.9325	1.0633	1.0640	1.0946	0.9831	1.0711	1.0898	1.1338	1.1246	0.9351	1.0648	1.0716	1.0028	1.0933	1.1097	1.0251	1.1213	1.0317	0.9908	0.9968	0.9773	1.0982	1.1117	1.0875	1.1886	1.0565	1.1600	1.0584	1.0826	1.0922	1.1574	0.9733	0.9925	0.8392	0.9595	1.1251	0.9873	1.0341	1.0376	0.9765	1.0751	1.0315	1.0315	1.0270	1.0673	1.0067	1.0360	1.0820	0.9154	1.0368	1.0536	0.9364
