GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_03578	101.96	104.73	81.50	121.03	110.93	119.50	92.66	76.83	100.26	151.16	109.48	91.21	109.51	220.55	312.29	83.40	70.47	88.78	67.65	421.94	132.85	124.13	90.50	102.09	243.94	237.94	276.12	273.69	214.66	234.80	228.89	258.89	257.23	204.59	256.65	247.57	179.38	191.84	130.19	177.28	207.19	289.02	283.21	265.38	235.16	210.64	167.81	192.57	244.49	187.40	162.19	197.02	238.79	240.30	230.40
CLUG_03579	104.01	127.25	91.54	106.30	114.15	110.32	103.34	84.45	95.09	172.91	115.12	90.52	110.62	229.50	344.09	90.58	72.42	107.85	79.72	451.40	144.06	122.24	91.22	117.48	250.01	255.82	291.67	282.12	224.37	244.32	257.42	254.61	277.94	216.31	248.19	276.40	198.14	209.20	132.99	186.06	210.33	302.84	292.28	286.84	255.45	217.62	189.55	213.19	223.66	203.67	173.34	218.09	260.69	255.13	222.81
CLUG_03580	110.55	126.76	99.73	118.75	119.97	124.78	108.53	83.17	103.41	192.77	130.95	106.30	115.31	257.06	372.96	97.01	79.50	101.32	79.43	472.83	150.30	134.90	112.16	118.12	274.67	260.80	309.04	295.49	240.12	260.79	269.37	282.10	295.13	234.68	274.83	286.19	177.18	191.76	149.09	200.08	230.07	317.91	314.52	307.98	274.44	233.48	196.52	220.18	258.48	209.93	180.55	222.23	266.23	277.95	250.63
CLUG_03581	99.80	120.98	97.21	112.74	106.32	112.08	107.66	85.35	90.08	178.24	126.70	103.72	108.06	239.92	357.68	89.50	67.50	101.20	79.54	443.77	148.07	129.05	102.34	114.18	254.09	241.78	291.09	283.36	226.95	248.27	250.81	269.17	281.26	215.32	276.03	275.65	184.81	195.04	135.10	189.52	231.66	279.31	318.52	280.46	258.44	223.32	174.39	224.84	241.93	202.42	165.41	215.81	247.27	269.47	245.24
CLUG_03582	101.27	114.07	95.83	115.20	125.08	114.47	107.56	87.13	103.59	177.83	118.83	93.18	116.03	233.89	345.79	83.52	68.51	104.70	79.46	448.05	137.10	119.78	100.55	108.66	244.51	240.80	300.61	286.71	223.98	244.86	246.79	257.99	276.25	220.61	249.82	276.98	189.90	204.37	139.94	185.02	221.62	288.42	282.54	285.19	251.37	222.46	178.49	209.69	239.43	198.25	161.49	204.40	243.28	253.62	223.15
CLUG_03583	113.52	131.16	105.79	132.22	121.54	127.68	113.38	92.07	108.14	193.13	128.62	104.88	121.91	248.31	382.96	94.84	81.89	100.81	80.06	492.70	150.08	135.01	103.76	117.49	282.41	260.35	323.77	315.57	242.37	266.80	277.54	289.68	294.04	242.07	279.82	290.58	209.53	216.78	147.93	196.63	239.24	308.76	329.90	311.10	263.55	232.93	200.85	222.79	245.45	217.53	178.08	225.75	272.53	273.92	250.27
CLUG_03584	105.70	134.10	83.95	125.03	110.34	116.83	105.64	90.59	107.57	176.07	127.49	102.78	118.29	228.67	346.16	95.85	73.11	98.47	79.04	410.07	143.82	122.98	105.12	112.18	272.59	255.14	320.53	288.34	217.80	269.54	287.32	282.87	281.12	228.77	279.25	289.82	247.18	257.02	156.47	193.94	230.74	333.18	314.79	291.43	266.14	224.39	214.74	212.58	255.82	211.51	193.42	223.43	289.64	268.20	256.83
CLUG_03585	115.69	116.83	91.93	116.71	118.56	122.59	108.64	77.54	93.63	195.58	116.08	91.96	111.09	245.27	367.33	89.73	81.39	100.31	75.94	451.62	140.34	142.12	100.22	108.30	263.89	245.55	287.17	288.86	238.74	260.58	258.64	266.01	263.78	217.72	261.10	255.41	189.91	207.75	128.91	188.73	226.72	310.51	292.35	280.02	243.22	228.64	194.32	202.13	246.38	201.36	170.28	198.04	261.97	251.81	208.80
CLUG_03586	110.31	127.41	87.16	127.46	115.40	127.16	112.07	100.90	113.21	191.26	133.69	107.25	117.75	230.96	344.77	100.47	74.35	98.29	75.78	476.40	147.88	138.61	98.97	101.91	287.80	277.43	314.71	308.82	246.54	267.17	277.09	286.51	271.15	237.42	283.19	281.26	212.92	219.30	158.54	207.53	253.14	313.44	319.84	285.18	280.78	220.06	206.81	219.11	264.14	210.69	180.14	227.17	268.52	281.78	260.81
CLUG_03587	94.58	108.09	85.07	113.57	117.20	121.32	105.80	78.53	98.48	167.21	109.75	91.92	99.74	228.55	337.58	98.27	66.97	94.84	77.75	437.41	126.11	113.44	100.32	110.77	262.84	229.51	278.38	263.57	218.25	238.05	252.45	267.79	255.89	222.63	248.29	259.83	178.47	180.10	120.59	183.78	212.24	299.62	294.02	267.37	255.13	208.95	167.99	201.33	218.38	195.25	166.37	206.79	243.70	236.67	232.56
CLUG_03588	102.16	115.14	91.77	120.19	117.27	126.44	105.41	75.54	100.48	175.37	121.85	99.21	106.87	234.44	359.13	94.73	69.22	95.28	78.96	441.85	139.37	128.80	104.42	111.14	267.00	242.57	290.43	281.31	225.68	253.21	256.77	278.10	277.95	232.83	258.11	273.24	198.01	216.48	153.72	187.02	213.44	314.36	301.05	284.65	267.13	209.28	192.62	209.77	245.05	198.51	172.54	218.88	254.73	259.74	240.53
CLUG_03589	114.31	128.59	103.17	125.39	120.07	129.10	114.66	89.59	106.82	186.39	134.42	97.67	120.15	254.05	370.19	103.77	78.65	105.85	83.99	474.13	150.91	130.48	105.86	115.39	283.12	266.49	312.52	314.50	238.23	262.93	277.24	275.47	301.42	240.02	270.62	278.34	203.26	210.15	152.31	193.61	229.06	306.92	311.87	298.93	285.42	232.31	202.02	214.47	251.56	209.84	185.86	212.84	273.32	256.09	246.67
CLUG_03590	107.67	122.96	99.16	109.86	115.84	123.35	100.77	79.81	107.97	180.54	128.54	107.26	109.89	220.05	347.92	91.95	76.99	96.48	71.67	459.69	149.80	131.93	96.34	117.21	282.13	281.63	322.79	303.77	244.68	275.04	279.53	277.37	279.15	246.29	286.43	297.89	203.32	225.81	148.11	193.39	224.90	305.19	318.26	298.73	271.94	226.42	210.40	233.21	262.37	222.96	180.90	241.75	274.47	267.32	233.41
CLUG_03591	105.44	120.86	98.94	130.65	125.91	120.77	107.13	87.88	104.88	180.58	124.90	94.04	100.90	236.35	354.61	89.52	74.77	105.28	66.31	455.07	143.49	130.91	88.03	113.28	284.90	244.93	302.90	284.27	240.81	254.24	253.01	286.85	282.99	234.02	266.84	277.89	187.94	207.32	153.20	195.56	215.74	306.00	326.06	296.76	272.92	224.49	197.27	213.11	235.38	209.63	190.15	217.92	276.20	277.82	228.22
CLUG_03592	112.62	118.87	84.35	107.12	108.23	115.48	104.31	80.10	91.62	176.09	118.37	103.15	108.80	228.39	345.40	89.27	75.83	89.93	74.84	449.26	131.66	123.85	102.42	108.60	271.82	238.74	291.69	293.93	226.84	252.49	266.58	264.93	263.22	220.78	258.80	285.75	211.94	207.28	137.60	190.30	216.17	313.33	291.17	294.12	253.31	218.54	193.10	214.95	248.58	196.32	175.28	217.33	267.92	254.49	238.60
CLUG_03593	107.09	120.74	82.26	114.51	108.23	117.97	98.82	77.69	96.59	173.72	119.86	91.76	99.70	224.33	344.36	91.56	68.23	102.43	64.17	421.78	130.38	120.28	92.16	99.23	261.23	244.32	288.56	277.04	225.01	259.39	252.30	261.00	271.92	226.43	265.00	271.24	196.95	202.49	147.49	187.78	231.89	302.95	300.61	292.16	242.59	219.41	180.53	217.15	245.49	192.14	181.67	209.59	257.24	259.78	229.13
CLUG_03594	100.10	115.64	95.99	118.40	121.42	121.15	109.23	86.24	104.77	188.36	117.90	90.10	114.54	231.06	351.46	92.46	70.09	103.56	77.25	471.38	142.25	133.05	106.89	119.15	254.72	249.29	304.74	299.92	232.21	255.44	258.19	277.35	281.87	220.88	262.58	280.52	171.52	183.97	148.34	187.22	221.92	309.65	295.15	285.82	274.40	222.88	188.93	212.57	243.66	213.47	170.10	217.06	251.18	257.79	232.22
CLUG_03595	101.03	113.74	98.29	120.35	130.04	130.51	105.99	87.37	112.56	197.14	113.23	93.82	121.05	221.53	363.73	97.06	72.26	96.70	82.97	474.40	143.14	128.61	117.61	126.28	268.74	264.23	310.54	303.14	237.58	271.39	251.47	277.26	289.32	228.66	268.71	284.17	158.45	177.34	150.88	186.82	225.18	305.83	292.32	298.30	259.88	226.50	186.66	211.13	243.33	205.92	173.44	217.75	251.28	266.98	223.15
CLUG_03596	96.48	112.39	78.47	120.77	98.81	118.83	100.21	80.23	99.01	179.61	116.92	95.38	92.41	245.47	336.49	81.88	58.68	83.88	70.72	436.24	134.54	122.73	85.38	111.98	263.52	253.80	284.74	281.70	239.98	249.12	247.46	252.58	252.80	224.65	226.39	276.80	205.79	195.00	154.14	204.11	228.30	310.32	295.21	273.43	242.94	204.05	188.48	203.54	232.42	210.95	181.23	211.62	265.05	241.70	227.45
CLUG_03597	116.07	113.42	93.79	119.61	109.31	117.26	107.30	76.34	108.44	169.60	109.96	93.77	102.31	236.25	341.91	80.38	61.18	103.92	86.03	432.10	151.83	122.63	101.69	117.76	266.70	255.12	296.74	285.80	222.53	257.45	252.36	257.82	281.43	225.03	270.47	260.16	205.09	217.34	145.37	196.87	216.27	307.52	307.91	279.87	265.74	221.31	200.57	204.40	244.07	208.14	172.43	230.42	266.10	255.52	247.50
CLUG_03598	101.24	109.52	83.92	115.29	113.99	111.99	95.98	65.86	102.63	172.11	105.66	83.10	87.50	218.74	304.18	79.82	77.00	96.61	85.69	411.51	140.05	118.32	86.01	108.43	256.34	233.89	282.93	278.28	208.64	251.65	243.76	253.21	245.79	200.89	239.60	243.09	170.95	179.26	134.41	174.90	215.10	292.68	275.84	273.60	237.36	212.47	164.75	196.90	234.83	201.25	169.15	204.42	237.63	231.34	225.76
CLUG_03599	97.79	103.15	102.56	113.41	107.40	114.20	103.15	82.56	95.45	181.65	116.18	84.22	97.71	237.19	343.26	83.16	70.59	88.40	74.85	455.14	135.39	118.12	97.84	109.63	263.06	241.50	281.64	276.27	212.75	245.37	261.93	269.09	262.07	222.53	277.03	270.86	173.47	205.10	137.80	174.52	209.59	300.97	301.80	275.97	246.54	213.74	171.48	215.78	240.52	206.45	166.81	186.64	253.41	243.38	229.80
CLUG_03600	94.16	101.85	101.79	110.65	105.16	112.08	103.43	80.04	91.20	179.25	114.75	80.34	96.23	233.40	334.81	82.67	69.25	86.68	75.81	446.01	132.56	115.01	98.37	109.11	265.54	242.01	277.07	276.67	211.88	246.08	260.48	269.86	263.20	221.16	279.34	271.63	174.55	205.30	138.08	172.54	209.54	298.88	301.42	274.28	246.16	215.37	171.02	214.92	243.34	207.63	164.26	185.61	254.41	244.10	230.97
CLUG_03601	100.84	109.69	86.26	103.88	118.29	126.28	96.52	84.56	92.38	203.21	120.58	92.49	108.42	256.19	390.48	94.44	75.08	106.04	77.51	459.69	144.87	145.94	114.73	117.21	252.87	265.53	318.01	331.91	223.09	253.92	262.74	274.50	302.46	218.34	253.04	279.34	190.22	192.18	148.42	184.75	241.86	305.48	332.44	315.62	278.35	205.60	205.72	222.44	270.88	204.78	202.79	214.52	274.39	244.98	235.55
CLUG_03602	99.39	96.01	83.97	106.23	98.88	106.30	93.43	66.82	90.27	153.46	100.78	92.34	92.85	213.52	316.16	75.49	66.65	91.28	71.54	415.91	130.79	123.22	84.75	109.88	257.03	223.70	287.80	281.90	228.17	242.98	247.38	233.27	265.00	199.01	250.31	265.78	206.70	218.32	142.10	186.80	210.87	286.65	310.42	282.05	252.14	214.84	182.56	194.21	228.61	191.34	179.13	212.79	247.46	241.72	223.55
CLUG_03603	100.84	98.57	82.60	104.96	99.62	105.45	94.39	65.36	91.99	154.77	101.48	95.92	94.47	211.76	317.98	73.52	66.29	93.88	69.91	409.48	130.11	124.25	85.23	109.79	257.66	225.26	288.15	275.71	223.59	236.40	244.92	232.34	266.81	198.29	251.88	263.15	205.34	209.73	138.05	183.06	213.75	284.80	313.80	282.94	252.52	214.06	182.21	193.14	222.55	188.80	177.43	212.31	247.12	244.72	221.95
CLUG_03604	103.07	116.17	90.36	121.25	112.14	117.87	99.91	78.76	97.46	170.12	114.45	97.13	108.85	233.17	338.71	84.38	65.59	99.60	77.08	435.53	139.40	121.20	97.97	113.44	260.14	251.79	296.06	286.05	227.22	247.03	264.51	257.54	271.36	226.67	261.18	272.00	190.45	205.13	147.31	180.77	221.20	289.77	289.93	279.54	255.95	215.21	177.88	207.37	239.83	194.94	186.24	210.17	258.17	254.33	230.56
CLUG_03605	98.40	103.53	93.74	114.18	116.91	113.24	97.14	78.66	93.20	176.44	127.81	83.35	102.95	233.53	332.15	80.85	72.67	93.05	75.12	428.75	123.22	119.19	91.61	100.24	265.76	243.05	292.12	286.66	232.95	238.59	258.10	252.50	262.16	211.75	262.40	271.91	200.61	200.63	140.70	190.50	218.40	291.19	297.27	277.82	244.21	215.97	201.75	195.84	233.66	205.04	169.34	202.21	254.69	243.15	227.85
CLUG_03606	105.19	117.47	92.78	115.08	112.60	114.52	102.95	83.93	96.88	173.26	122.26	90.88	107.95	246.95	334.85	97.21	68.02	90.59	73.63	447.59	139.20	118.07	93.36	111.13	274.94	242.56	290.44	309.12	223.35	262.20	256.99	257.16	278.67	233.59	268.86	282.05	197.57	199.81	138.10	187.50	227.81	313.33	302.94	294.13	271.86	205.41	190.55	203.75	240.96	204.70	184.18	219.97	249.78	240.72	244.96
CLUG_03607	106.32	118.38	99.27	118.26	120.28	119.43	107.35	84.35	97.57	180.95	125.86	90.29	110.72	246.06	357.43	90.50	73.54	99.36	79.27	457.03	141.90	129.14	100.93	114.34	272.01	240.93	304.77	288.26	239.98	253.82	255.06	270.72	274.03	233.33	265.86	281.66	193.43	202.50	149.68	190.33	222.19	295.07	315.36	287.07	245.77	226.51	190.32	206.08	248.72	207.41	185.27	217.39	258.91	239.03	240.77
CLUG_03608	114.10	129.88	99.62	125.00	122.14	119.04	109.35	87.07	105.44	197.16	123.88	102.58	115.61	260.19	381.13	103.11	78.09	105.51	81.76	482.52	147.37	133.71	108.98	119.02	287.50	267.39	316.53	299.22	253.47	269.48	284.05	276.97	288.63	238.05	270.02	291.11	212.93	210.05	153.08	204.29	238.02	319.97	317.98	297.14	272.19	229.95	198.05	214.38	257.63	214.60	192.31	225.22	279.70	265.53	243.31
CLUG_03609	98.77	118.40	91.01	112.54	107.95	109.61	106.35	77.08	93.02	176.98	109.58	87.70	98.75	244.24	333.66	80.65	66.85	91.90	73.97	433.32	143.57	121.83	100.54	110.50	262.47	244.71	300.52	280.04	212.11	248.84	244.60	263.65	264.40	215.76	256.99	267.60	179.66	185.14	142.50	193.35	216.80	294.24	299.59	288.49	243.12	210.59	185.46	201.00	236.99	201.68	178.18	214.64	251.26	242.03	226.47
CLUG_03610	93.42	102.18	82.90	101.44	104.95	104.20	99.21	78.41	93.96	160.67	103.53	85.95	95.55	207.75	322.06	81.37	70.82	96.90	69.64	415.95	128.73	118.82	92.82	101.58	248.43	229.74	286.99	270.70	220.24	239.65	249.13	244.25	256.04	218.57	248.76	257.21	181.89	194.19	140.26	187.22	212.57	289.09	288.56	261.54	241.43	217.75	180.17	198.95	219.73	197.12	173.11	205.41	248.20	241.25	225.53
CLUG_03611	87.80	101.29	68.14	93.82	88.87	91.85	88.03	63.10	80.89	141.37	96.87	71.07	94.82	185.14	257.97	70.27	53.23	83.76	56.49	353.50	108.34	85.88	85.55	94.44	232.64	217.71	260.91	252.17	205.48	222.79	213.45	231.84	250.08	195.61	240.07	265.06	210.95	223.98	127.41	175.87	201.46	266.57	260.71	220.36	241.50	207.45	164.02	189.75	216.61	191.26	154.35	196.80	225.24	228.39	203.68
CLUG_03612	91.14	114.14	92.26	102.80	105.20	104.54	95.02	67.50	88.52	166.06	112.88	91.90	107.30	214.48	313.25	81.59	64.52	90.08	66.61	421.20	121.75	121.90	91.12	109.90	255.99	240.22	285.50	276.11	227.05	240.03	243.14	243.04	267.34	227.93	256.29	256.28	186.32	195.24	136.80	190.51	212.99	290.02	290.84	268.60	250.40	203.31	185.02	195.72	229.45	194.46	173.14	204.58	244.91	253.07	229.92
CLUG_03613	103.95	128.31	86.28	119.83	119.40	131.87	122.21	88.26	93.30	193.97	127.29	93.73	99.95	229.20	366.52	87.50	83.29	109.70	74.80	481.22	168.84	136.29	98.91	124.09	255.54	221.85	289.41	289.00	216.82	245.19	248.36	266.78	287.79	210.45	261.20	310.58	163.38	170.91	151.08	184.16	200.00	292.77	297.61	280.47	246.59	223.48	191.18	194.23	257.46	210.02	201.71	210.33	249.57	240.73	238.54
CLUG_03614	95.40	115.23	102.65	112.12	110.21	109.95	100.75	82.92	90.55	170.37	116.09	96.33	107.23	230.95	350.85	86.52	66.47	90.37	83.46	435.43	134.07	127.26	96.47	110.56	252.79	238.37	281.64	289.58	228.02	237.15	250.19	231.59	257.57	205.45	254.90	264.52	167.33	181.32	143.58	179.80	216.20	273.27	286.03	285.52	247.90	212.55	171.13	200.51	244.33	190.80	175.06	194.86	247.57	229.46	231.21
CLUG_03615	98.94	129.28	94.43	114.60	99.69	128.52	104.11	94.92	97.25	188.48	122.13	90.64	114.68	255.61	346.09	95.94	70.54	87.37	64.26	472.42	147.22	117.45	86.05	115.53	278.91	264.27	306.75	295.42	245.83	269.21	275.91	279.65	305.74	229.66	260.74	277.32	200.42	213.63	157.62	193.40	206.90	319.56	303.03	294.22	271.03	217.68	200.62	204.95	254.78	198.23	174.05	213.04	263.22	252.24	248.92
CLUG_03616	101.69	121.86	99.83	118.53	117.04	118.44	104.51	79.20	93.20	183.93	126.91	90.67	111.40	232.14	351.16	94.84	69.80	99.28	78.76	473.32	140.88	129.64	102.71	119.29	282.12	254.63	299.52	304.28	245.43	263.37	256.78	259.58	288.29	233.51	280.25	288.29	192.25	190.56	149.72	193.03	230.77	282.81	311.07	279.76	267.53	228.57	189.08	215.14	243.85	214.97	187.14	208.98	267.17	256.56	233.66
CLUG_03617	105.84	123.40	83.03	118.66	110.12	110.54	101.09	81.81	93.25	157.28	104.84	86.29	102.69	209.19	342.62	83.94	63.79	85.07	75.67	424.63	123.05	126.64	94.70	102.74	241.57	241.13	290.26	286.05	220.14	245.36	260.71	233.38	277.47	212.09	255.98	248.31	175.15	171.06	131.52	185.38	201.38	283.84	283.75	288.96	243.65	211.17	185.04	196.74	240.51	203.21	179.16	208.16	246.75	230.93	231.39
CLUG_03618	102.25	106.91	100.08	114.80	111.10	116.63	99.55	84.35	93.64	174.45	112.14	101.94	90.95	233.40	344.68	85.90	65.71	98.39	78.49	427.80	127.94	122.02	100.99	110.77	264.46	248.44	276.87	298.86	230.41	250.89	251.46	250.34	294.73	222.92	247.67	264.61	217.28	239.68	149.37	174.49	221.68	285.74	303.38	274.75	252.63	211.00	198.71	208.58	245.63	210.38	179.68	220.04	253.91	261.33	229.51
CLUG_03619	105.49	114.46	102.44	120.80	112.46	125.59	103.05	83.31	112.92	179.51	120.37	90.65	114.72	236.86	403.80	87.03	72.04	110.50	85.74	476.75	136.86	141.88	104.76	117.36	274.02	271.77	288.87	314.70	255.70	269.81	265.00	290.15	291.05	237.09	272.21	277.01	189.15	225.07	163.69	193.11	248.39	315.69	294.81	305.17	267.02	223.01	196.64	210.63	246.23	206.03	209.31	221.10	265.35	260.86	247.59
CLUG_03620	103.36	108.00	95.06	110.07	115.16	133.50	94.11	78.06	96.08	175.81	120.26	96.13	106.27	223.88	331.11	97.72	59.49	98.20	68.28	412.19	127.37	129.17	89.15	108.64	280.72	222.35	281.84	279.98	223.53	252.46	269.66	270.95	268.92	205.31	274.48	265.16	168.08	200.29	141.19	183.52	220.07	295.05	291.13	278.70	244.67	215.75	181.58	218.40	220.73	226.49	172.39	215.13	234.74	241.91	252.16
CLUG_03621	84.92	114.75	94.56	115.81	98.90	135.82	95.81	83.53	90.55	178.96	115.78	86.15	97.60	225.46	312.52	86.82	77.95	91.74	72.89	453.66	126.67	106.82	83.77	100.26	254.36	240.80	264.86	289.33	228.16	246.51	254.80	248.22	263.11	210.77	254.35	267.47	174.42	197.45	146.26	193.54	205.83	286.46	290.23	267.50	249.61	213.64	182.69	198.99	238.92	202.14	171.05	221.55	257.45	225.11	217.14
CLUG_03622	91.73	101.72	91.47	118.52	112.97	106.79	84.45	76.60	106.60	165.05	121.20	89.80	107.17	228.75	310.02	81.10	66.95	80.70	74.21	399.87	138.78	109.98	100.60	120.23	236.66	221.16	247.08	269.47	222.29	228.26	227.07	237.26	248.92	196.90	254.92	239.34	163.55	154.62	133.40	178.12	191.22	275.18	288.59	273.57	204.45	194.67	169.63	187.96	229.20	190.30	167.89	204.03	236.90	224.91	206.67
CLUG_03623	105.77	124.87	101.19	123.73	116.47	119.67	115.87	86.18	89.11	167.56	140.34	99.25	108.52	241.38	350.53	98.04	78.81	91.75	82.30	487.44	151.49	139.00	93.35	119.44	265.59	235.82	302.01	290.01	216.71	251.67	254.74	257.80	259.31	218.41	266.83	282.49	175.15	194.91	140.27	185.01	227.41	315.26	295.18	278.59	260.72	200.09	172.41	214.45	249.47	193.66	172.02	209.53	275.67	269.79	235.24
CLUG_03624	100.93	115.01	94.84	115.47	119.20	120.55	109.76	81.56	94.77	171.96	121.60	95.10	109.89	236.15	347.21	85.11	74.24	90.65	80.05	460.44	132.76	128.49	95.00	107.51	254.47	236.93	288.06	262.20	232.09	245.32	252.08	255.14	278.11	218.07	259.20	268.15	167.56	178.30	143.40	200.88	216.31	290.14	295.88	283.72	244.07	210.17	186.27	212.64	232.54	197.79	170.91	209.60	240.72	237.37	230.11
CLUG_03625	104.00	122.60	92.28	116.49	113.87	122.05	107.38	77.49	101.67	167.81	115.14	89.03	101.70	238.02	350.82	88.48	71.95	98.47	74.66	458.23	139.22	119.71	91.42	115.23	264.41	244.90	297.02	289.18	226.26	251.70	258.12	253.83	272.76	227.15	253.88	273.50	175.74	187.75	145.27	185.11	221.60	302.84	298.14	274.03	250.87	211.69	191.96	211.76	251.06	208.76	186.32	201.05	258.91	251.71	234.37
CLUG_03626	102.33	112.12	93.72	112.87	109.57	115.74	102.15	77.22	91.49	173.37	115.99	88.96	103.51	229.77	341.95	91.20	71.23	94.50	72.69	445.75	139.82	123.62	93.18	109.70	256.74	246.14	295.72	281.49	222.14	246.99	243.92	254.10	267.65	222.97	245.10	278.50	164.54	185.73	146.69	192.95	221.82	296.30	289.16	276.55	253.47	213.29	186.22	206.80	243.20	207.40	185.03	219.14	251.62	242.35	238.08
CLUG_03627	95.73	108.54	86.54	116.53	111.07	110.97	110.88	65.17	84.92	162.21	127.39	92.31	108.81	222.55	329.39	90.42	58.31	93.40	77.63	449.16	124.31	116.18	90.50	116.94	235.22	236.95	314.47	278.59	215.91	259.32	245.49	250.06	276.71	206.69	270.36	269.56	166.14	166.31	146.38	177.98	214.03	308.50	301.32	275.42	252.62	204.44	177.97	201.21	225.86	213.06	181.41	209.48	252.99	255.62	227.39
CLUG_03628	109.43	111.21	82.29	114.22	111.29	117.50	99.20	76.08	85.18	174.48	109.56	104.94	103.91	235.45	351.68	78.36	54.17	103.64	70.91	445.77	136.37	108.13	91.88	114.94	255.74	222.12	281.12	271.86	221.85	248.27	236.72	265.10	250.98	203.65	243.43	254.60	168.26	170.72	128.02	167.27	194.33	286.03	290.04	270.94	236.73	205.75	167.10	192.73	233.21	176.16	162.00	191.41	264.04	234.67	236.68
CLUG_03629	89.47	106.30	82.37	111.53	102.87	108.86	97.57	72.63	84.89	168.40	114.04	84.55	103.91	216.27	321.31	84.80	70.64	95.73	66.16	419.70	126.84	116.44	97.60	105.22	237.03	218.51	274.91	261.27	209.47	238.94	229.64	245.39	250.48	205.68	233.24	250.12	166.24	174.03	137.17	181.98	200.45	280.95	273.29	265.24	238.16	198.95	179.55	192.29	227.47	189.09	165.30	197.29	226.72	240.33	226.94
CLUG_03630	95.62	113.23	95.24	116.56	112.40	125.08	103.12	73.87	92.12	172.27	118.44	90.27	102.21	232.50	331.14	87.98	69.29	95.95	81.73	481.32	135.32	121.59	95.12	109.50	260.79	234.14	262.58	265.24	217.75	247.61	235.28	234.77	265.62	216.14	268.49	259.43	178.32	203.15	146.82	185.29	203.34	287.82	295.31	275.25	247.29	207.80	188.56	210.57	232.65	193.87	185.32	219.51	253.55	228.34	248.41
CLUG_03631	101.32	110.35	88.51	112.16	119.00	122.15	92.81	82.79	89.08	177.42	125.33	92.18	104.75	228.14	332.78	87.17	68.29	97.69	78.16	410.60	138.91	115.47	107.02	108.94	237.06	256.61	302.45	277.74	221.14	248.22	236.28	261.77	259.10	207.84	264.17	270.40	180.39	192.90	150.88	187.92	201.89	300.10	305.29	276.55	242.37	214.74	192.44	201.73	224.03	197.60	181.32	200.64	247.21	252.99	226.80
CLUG_03632	99.85	115.80	93.25	117.55	109.88	121.05	95.28	83.00	92.72	159.41	115.81	89.19	109.91	230.14	325.17	89.64	72.92	95.35	75.04	429.32	132.44	110.02	89.18	119.34	233.39	227.89	260.03	279.00	216.14	239.42	239.44	241.78	252.61	202.61	261.80	269.26	175.89	186.04	164.90	182.00	217.47	292.38	294.94	269.12	240.89	208.41	175.14	210.51	229.45	191.30	178.58	202.24	242.86	237.62	237.86
CLUG_03633	102.18	127.18	77.93	117.72	109.83	115.53	99.72	83.20	100.48	174.42	107.00	88.41	97.30	209.94	351.93	76.84	77.29	95.36	79.01	500.00	142.17	158.40	115.67	108.32	245.86	254.88	293.36	283.54	219.85	242.06	228.68	273.93	287.00	236.38	283.59	292.58	181.04	172.32	148.88	182.00	222.72	312.50	332.38	279.44	241.10	207.95	189.21	203.78	257.57	219.15	194.74	236.46	275.59	266.96	251.75
CLUG_03634	104.33	118.42	95.54	119.21	114.16	116.28	100.62	80.49	101.43	185.72	126.34	90.63	112.83	246.64	362.53	88.86	69.39	99.79	78.82	463.52	141.78	130.61	102.61	120.47	254.69	245.77	300.09	294.16	219.45	254.08	251.71	260.91	278.53	228.49	270.16	283.01	193.88	189.22	152.59	192.05	217.05	305.01	307.77	288.06	244.86	224.71	185.12	215.97	238.49	204.43	192.22	229.27	250.62	259.56	236.14
CLUG_03635	114.70	127.96	97.10	128.45	121.00	122.24	110.27	78.46	100.23	183.06	129.10	109.13	120.89	244.59	380.47	100.23	74.53	108.84	80.94	470.11	152.14	127.62	97.55	121.83	271.70	236.34	284.71	278.69	224.91	254.45	249.93	242.91	285.81	206.86	266.11	275.01	173.58	184.44	159.63	191.74	230.04	299.41	300.31	285.31	250.64	194.99	198.74	207.44	237.38	206.02	190.12	222.19	265.07	249.43	244.38
CLUG_03636	104.47	124.97	103.49	109.67	115.92	126.96	99.72	83.44	104.47	178.91	111.68	89.26	104.64	243.87	363.18	92.63	69.18	105.76	80.94	467.63	149.98	130.67	101.16	116.70	264.32	250.59	288.00	289.14	231.09	245.75	264.59	263.50	269.56	224.02	261.76	274.62	173.59	180.25	155.22	199.67	222.79	295.67	304.32	291.97	246.28	213.98	212.34	190.19	261.53	211.74	180.52	224.17	259.99	256.49	223.84
